id_measurement;latitude;longitude;id_ernte;fehlt;überreif;verkümmert;kein Kopf;faul;unreif;Gewicht
Hofmaenner_F_002.213;47.21789462;9.493290961;Hofmaenner_F_002.213;false;false;false;false;false;false;691
Hofmaenner_F_002.214;47.21789196;9.493289447;Hofmaenner_F_002.214;false;false;false;false;false;false;492
Hofmaenner_F_002.215;47.21788873;9.493287875;Hofmaenner_F_002.215;false;false;false;false;false;false;508
Hofmaenner_F_002.216;47.21788566;9.493285941;Hofmaenner_F_002.216;false;false;false;false;false;false;669
Hofmaenner_F_002.217;47.2178825;9.493284431;Hofmaenner_F_002.217;false;false;false;false;false;true;144
Hofmaenner_F_002.218;47.21787969;9.493282776;Hofmaenner_F_002.218;false;false;false;false;false;false;580
Hofmaenner_F_002.219;47.2178767;9.493280995;Hofmaenner_F_002.219;false;false;false;false;false;false;708
Hofmaenner_F_002.220;47.21787351;9.493279271;Hofmaenner_F_002.220;false;false;false;false;false;false;593
Hofmaenner_F_002.221;47.21787035;9.493277511;Hofmaenner_F_002.221;false;false;false;false;false;false;500
Hofmaenner_F_002.222;47.21786767;9.493275999;Hofmaenner_F_002.222;false;false;false;false;false;false;633
Hofmaenner_F_002.223;47.21786432;9.493274153;Hofmaenner_F_002.223;false;false;false;false;false;false;558
Hofmaenner_F_002.224;47.21786137;9.493272501;Hofmaenner_F_002.224;false;false;false;false;false;false;603
Hofmaenner_F_002.225;47.21785841;9.493270597;Hofmaenner_F_002.225;false;false;false;false;false;false;530
Hofmaenner_F_002.226;47.21785541;9.493268941;Hofmaenner_F_002.226;false;false;false;false;false;false;700
Hofmaenner_F_002.227;47.21785229;9.493267285;Hofmaenner_F_002.227;false;false;false;false;false;false;587
Hofmaenner_F_002.228;47.21784922;9.49326545;Hofmaenner_F_002.228;false;false;false;false;false;false;500
Hofmaenner_F_002.229;47.21784642;9.493263934;Hofmaenner_F_002.229;false;false;false;false;false;false;755
Hofmaenner_F_002.230;47.21784316;9.493262095;Hofmaenner_F_002.230;false;false;false;false;false;false;516
Hofmaenner_F_002.231;47.21784026;9.493260267;Hofmaenner_F_002.231;false;false;false;false;false;false;717
Hofmaenner_F_002.232;47.2178371;9.493258668;Hofmaenner_F_002.232;false;false;false;false;false;false;786
Hofmaenner_F_002.233;47.217834;9.493256904;Hofmaenner_F_002.233;false;false;false;false;false;false;380
Hofmaenner_F_002.234;47.21783111;9.493255251;Hofmaenner_F_002.234;false;false;false;false;false;false;774
Hofmaenner_F_002.235;47.21782789;9.493253469;Hofmaenner_F_002.235;false;false;false;false;false;false;689
Hofmaenner_F_002.236;47.21782517;9.493251743;Hofmaenner_F_002.236;false;false;false;false;false;false;665
Hofmaenner_F_002.237;47.21782198;9.493250064;Hofmaenner_F_002.237;false;false;false;false;false;false;527
Hofmaenner_F_002.238;47.2178188;9.493248263;Hofmaenner_F_002.238;false;false;false;false;false;false;726
Hofmaenner_F_002.239;47.21781575;9.493246453;Hofmaenner_F_002.239;false;false;false;false;false;false;517
Hofmaenner_F_002.240;47.21781298;9.493244966;Hofmaenner_F_002.240;false;false;false;false;false;false;711
Hofmaenner_F_002.241;47.21780981;9.493243123;Hofmaenner_F_002.241;false;false;false;false;false;false;749
Hofmaenner_F_002.242;47.21780633;9.493241176;Hofmaenner_F_002.242;false;false;false;false;false;false;323
Hofmaenner_F_002.243;47.21780356;9.493239857;Hofmaenner_F_002.243;false;false;false;false;false;false;658
Hofmaenner_F_002.244;47.21780056;9.493237852;Hofmaenner_F_002.244;false;false;false;false;false;false;688
Hofmaenner_F_002.245;47.21779748;9.493236177;Hofmaenner_F_002.245;false;false;false;false;false;false;563
Hofmaenner_F_002.246;47.21779441;9.493234488;Hofmaenner_F_002.246;false;false;false;false;false;false;563
Hofmaenner_F_002.247;47.2177916;9.493232775;Hofmaenner_F_002.247;false;false;false;false;false;false;505
Hofmaenner_F_002.248;47.21778825;9.493231125;Hofmaenner_F_002.248;false;false;false;false;false;false;556
Hofmaenner_F_002.249;47.21778541;9.493229485;Hofmaenner_F_002.249;false;false;false;false;false;false;664
Hofmaenner_F_002.250;47.21778249;9.493227796;Hofmaenner_F_002.250;false;false;false;false;false;false;588
Hofmaenner_F_002.251;47.21777916;9.493225675;Hofmaenner_F_002.251;false;false;false;false;false;false;726
Hofmaenner_F_002.252;47.21777608;9.493224258;Hofmaenner_F_002.252;false;false;false;false;false;false;553
Hofmaenner_F_002.253;47.21777322;9.493222334;Hofmaenner_F_002.253;false;false;false;false;false;false;533
Hofmaenner_F_002.254;47.21776993;9.493220717;Hofmaenner_F_002.254;false;false;false;false;false;false;648
Hofmaenner_F_002.255;47.21776702;9.493219011;Hofmaenner_F_002.255;false;false;false;false;false;false;607
Hofmaenner_F_002.256;47.21776373;9.493217402;Hofmaenner_F_002.256;false;false;false;false;false;false;631
Hofmaenner_F_002.257;47.21776074;9.493215554;Hofmaenner_F_002.257;false;false;false;false;false;false;501
Hofmaenner_F_002.258;47.21775723;9.493213915;Hofmaenner_F_002.258;false;false;false;false;false;true;78
Hofmaenner_F_002.259;47.21775468;9.493211971;Hofmaenner_F_002.259;false;false;false;false;false;false;670
Hofmaenner_F_002.260;47.21775169;9.493210496;Hofmaenner_F_002.260;false;false;false;false;false;false;684
Hofmaenner_F_002.261;47.21774852;9.493208498;Hofmaenner_F_002.261;false;false;false;false;false;false;768
Hofmaenner_F_002.262;47.21774552;9.493207091;Hofmaenner_F_002.262;false;false;false;false;false;true;246
Hofmaenner_F_002.263;47.21774227;9.493205143;Hofmaenner_F_002.263;false;false;false;false;false;false;497
Hofmaenner_F_002.264;47.21773944;9.493203606;Hofmaenner_F_002.264;false;false;false;false;false;false;681
Hofmaenner_F_002.265;47.21773638;9.493201657;Hofmaenner_F_002.265;false;false;false;false;false;false;693
Hofmaenner_F_002.266;47.21773323;9.49320001;Hofmaenner_F_002.266;false;false;false;false;false;false;489
Hofmaenner_F_002.267;47.21773021;9.493198228;Hofmaenner_F_002.267;false;false;false;false;false;false;746
Hofmaenner_F_002.268;47.2177269;9.493196614;Hofmaenner_F_002.268;false;false;false;false;false;false;570
Hofmaenner_F_002.269;47.21772383;9.493194794;Hofmaenner_F_002.269;false;false;false;false;false;false;654
Hofmaenner_F_002.270;47.2177208;9.493193319;Hofmaenner_F_002.270;false;false;false;false;false;false;490
Hofmaenner_F_002.271;47.21771765;9.493191303;Hofmaenner_F_002.271;false;false;false;false;false;false;617
Hofmaenner_F_002.272;47.2177149;9.493189552;Hofmaenner_F_002.272;false;false;false;false;false;false;628
Hofmaenner_F_002.273;47.21771156;9.493187988;Hofmaenner_F_002.273;false;false;false;false;false;false;788
Hofmaenner_F_002.274;47.21770786;9.493185315;Hofmaenner_F_002.274;false;false;false;false;false;false;658
Hofmaenner_F_002.275;47.21770478;9.493184158;Hofmaenner_F_002.275;false;false;false;false;false;false;366
Hofmaenner_F_002.276;47.21770268;9.493182957;Hofmaenner_F_002.276;false;false;false;false;false;false;765
Hofmaenner_F_002.277;47.21769921;9.493180921;Hofmaenner_F_002.277;false;false;true;false;false;false;nan
Hofmaenner_F_002.278;47.21769664;9.493179599;Hofmaenner_F_002.278;false;false;false;false;false;false;612
Hofmaenner_F_002.279;47.21769313;9.493177514;Hofmaenner_F_002.279;false;false;false;false;false;false;526
Hofmaenner_F_002.280;47.21768999;9.493175865;Hofmaenner_F_002.280;false;false;false;false;false;false;621
Hofmaenner_F_002.281;47.21768706;9.493174068;Hofmaenner_F_002.281;false;false;false;false;false;false;433
Hofmaenner_F_002.282;47.21768404;9.493172407;Hofmaenner_F_002.282;false;false;false;false;false;false;733
Hofmaenner_F_002.283;47.21768087;9.493170506;Hofmaenner_F_002.283;false;false;false;false;false;true;223/297
Hofmaenner_F_002.284;47.21767779;9.493168647;Hofmaenner_F_002.284;false;false;false;false;false;false;539
Hofmaenner_F_002.285;47.2176747;9.493166909;Hofmaenner_F_002.285;false;false;false;false;false;false;458
Hofmaenner_F_002.286;47.2176716;9.493165121;Hofmaenner_F_002.286;false;false;false;false;false;false;535
Hofmaenner_F_002.287;47.21766844;9.493163222;Hofmaenner_F_002.287;false;false;false;false;false;false;586
Hofmaenner_F_002.288;47.21766557;9.493161587;Hofmaenner_F_002.288;false;false;false;false;false;false;395
Hofmaenner_F_002.289;47.21766249;9.493159819;Hofmaenner_F_002.289;false;false;false;false;false;false;807
Hofmaenner_F_002.290;47.21765948;9.493158103;Hofmaenner_F_002.290;false;false;false;false;false;false;284
Hofmaenner_F_002.291;47.21765628;9.493156349;Hofmaenner_F_002.291;false;false;false;false;false;false;636
Hofmaenner_F_002.292;47.21765296;9.493154411;Hofmaenner_F_002.292;false;false;false;false;false;false;711
Hofmaenner_F_002.293;47.21764987;9.493152521;Hofmaenner_F_002.293;false;false;false;false;false;false;542
Hofmaenner_F_002.294;47.21764707;9.493151145;Hofmaenner_F_002.294;false;false;false;false;false;false;632
Hofmaenner_F_002.295;47.21764442;9.493149352;Hofmaenner_F_002.295;false;false;false;false;false;false;582
Hofmaenner_F_002.296;47.21764111;9.493147887;Hofmaenner_F_002.296;false;false;false;false;false;false;nan
Hofmaenner_F_002.297;47.21763806;9.493145938;Hofmaenner_F_002.297;false;false;false;false;false;false;nan
Hofmaenner_F_002.298;47.2176349;9.493144408;Hofmaenner_F_002.298;false;false;false;false;false;false;nan
Hofmaenner_F_002.299;47.2176293;9.493141092;Hofmaenner_F_002.299;false;false;false;false;false;false;nan
Hofmaenner_F_002.300;47.21762825;9.493141017;Hofmaenner_F_002.300;true;false;false;false;false;false;nan
Hofmaenner_F_002.301;47.21762571;9.493139276;Hofmaenner_F_002.301;false;false;false;false;false;false;nan
Hofmaenner_F_002.302;47.21762287;9.493137346;Hofmaenner_F_002.302;false;false;false;false;false;false;nan
Hofmaenner_F_002.303;47.21761954;9.493135558;Hofmaenner_F_002.303;false;false;false;false;false;false;nan
Hofmaenner_F_002.304;47.21761667;9.493133895;Hofmaenner_F_002.304;false;false;false;false;false;false;nan
Hofmaenner_F_002.305;47.21761392;9.493132389;Hofmaenner_F_002.305;false;false;false;false;false;false;412
Hofmaenner_F_002.306;47.21761063;9.493130313;Hofmaenner_F_002.306;false;false;false;false;false;false;374
Hofmaenner_F_002.307;47.21760734;9.493128588;Hofmaenner_F_002.307;false;false;false;false;false;false;660
Hofmaenner_F_002.308;47.21760456;9.493127014;Hofmaenner_F_002.308;false;false;false;false;false;false;482
Hofmaenner_F_002.309;47.21760171;9.493125508;Hofmaenner_F_002.309;false;false;false;false;false;false;654
Hofmaenner_F_002.310;47.21759855;9.493123523;Hofmaenner_F_002.310;false;false;true;false;false;false;nan
Hofmaenner_F_002.311;47.21759518;9.49312129;Hofmaenner_F_002.311;false;false;false;false;false;false;656
Hofmaenner_F_002.312;47.21759234;9.493119936;Hofmaenner_F_002.312;false;false;false;false;false;false;495
Hofmaenner_F_002.313;47.21758904;9.493118131;Hofmaenner_F_002.313;false;false;false;false;false;false;596
Hofmaenner_F_002.314;47.2175859;9.493116657;Hofmaenner_F_002.314;false;false;false;false;false;false;560
Hofmaenner_F_002.315;47.2175829;9.493114493;Hofmaenner_F_002.315;false;false;false;false;false;false;513
Hofmaenner_F_002.316;47.21757958;9.493112994;Hofmaenner_F_002.316;false;false;false;false;false;false;645
Hofmaenner_F_002.317;47.21757628;9.493111327;Hofmaenner_F_002.317;false;false;false;false;false;false;474
Hofmaenner_F_002.318;47.21757348;9.493109404;Hofmaenner_F_002.318;false;false;false;false;false;false;612
Hofmaenner_F_002.319;47.21757021;9.493107761;Hofmaenner_F_002.319;false;false;false;false;false;false;616
Hofmaenner_F_002.320;47.21756723;9.493106135;Hofmaenner_F_002.320;false;false;false;false;false;false;662
Hofmaenner_F_002.321;47.21756401;9.493104317;Hofmaenner_F_002.321;false;false;false;false;false;false;594
Hofmaenner_F_002.322;47.21756097;9.493102738;Hofmaenner_F_002.322;false;false;false;false;false;false;774
Hofmaenner_F_002.323;47.21755796;9.493100833;Hofmaenner_F_002.323;false;false;false;false;false;false;697
Hofmaenner_F_002.324;47.21755466;9.493099072;Hofmaenner_F_002.324;false;false;false;false;false;false;667
Hofmaenner_F_002.325;47.21755168;9.493097362;Hofmaenner_F_002.325;false;false;false;false;false;false;654
Hofmaenner_F_002.326;47.21754878;9.493095575;Hofmaenner_F_002.326;false;false;false;false;false;false;631
Hofmaenner_F_002.327;47.21754558;9.49309397;Hofmaenner_F_002.327;false;false;false;false;false;false;590
Hofmaenner_F_002.328;47.21754258;9.493091904;Hofmaenner_F_002.328;false;false;false;false;false;false;554
Hofmaenner_F_002.329;47.21753979;9.493090065;Hofmaenner_F_002.329;false;false;false;false;false;false;679
Hofmaenner_F_002.330;47.21753638;9.493088533;Hofmaenner_F_002.330;false;false;true;false;false;false;nan
Hofmaenner_F_002.331;47.21753294;9.493086791;Hofmaenner_F_002.331;false;false;false;false;false;false;441
Hofmaenner_F_002.332;47.2175301;9.493085084;Hofmaenner_F_002.332;false;false;false;false;false;false;722
Hofmaenner_F_002.333;47.21752709;9.493083551;Hofmaenner_F_002.333;false;false;false;false;false;false;516
Hofmaenner_F_002.334;47.21752409;9.493081651;Hofmaenner_F_002.334;false;false;false;false;false;false;703
Hofmaenner_F_002.335;47.21752073;9.493080124;Hofmaenner_F_002.335;false;false;false;false;false;false;603
Hofmaenner_F_002.336;47.2175177;9.49307836;Hofmaenner_F_002.336;false;false;false;false;false;false;582
Hofmaenner_F_002.337;47.21751459;9.493076922;Hofmaenner_F_002.337;false;false;false;false;false;false;660
Hofmaenner_F_002.338;47.21751131;9.493074894;Hofmaenner_F_002.338;false;false;false;false;false;false;568
Hofmaenner_F_002.339;47.21750849;9.493073668;Hofmaenner_F_002.339;false;false;false;false;false;true;200
Hofmaenner_F_002.340;47.2175059;9.493071765;Hofmaenner_F_002.340;false;false;false;false;false;false;644
Hofmaenner_F_002.341;47.21750275;9.493070014;Hofmaenner_F_002.341;false;false;false;false;false;false;617
Hofmaenner_F_002.342;47.21749937;9.493068392;Hofmaenner_F_002.342;false;false;false;false;false;false;467
Hofmaenner_F_002.343;47.21749651;9.493066588;Hofmaenner_F_002.343;false;false;false;false;false;false;604
Hofmaenner_F_002.344;47.21749351;9.493064985;Hofmaenner_F_002.344;false;false;false;false;false;false;699
Hofmaenner_F_002.345;47.21749052;9.493063242;Hofmaenner_F_002.345;false;false;false;false;false;false;540
Hofmaenner_F_002.346;47.21748761;9.493061417;Hofmaenner_F_002.346;false;false;false;false;false;false;601
Hofmaenner_F_002.347;47.21748474;9.493059969;Hofmaenner_F_002.347;false;false;false;false;false;false;525
Hofmaenner_F_002.348;47.21748211;9.493058488;Hofmaenner_F_002.348;false;false;false;false;false;false;556
Hofmaenner_F_002.349;47.21747937;9.493057432;Hofmaenner_F_002.349;false;false;false;false;false;false;411
Hofmaenner_F_002.350;47.21747597;9.493055142;Hofmaenner_F_002.350;false;false;true;false;false;false;nan
Hofmaenner_F_002.351;47.21747006;9.493051839;Hofmaenner_F_002.351;false;false;false;false;false;false;542
Hofmaenner_F_002.352;47.21746797;9.493050705;Hofmaenner_F_002.352;false;false;false;false;false;false;533
Hofmaenner_F_002.353;47.21746432;9.493048591;Hofmaenner_F_002.353;false;false;false;false;false;false;420
Hofmaenner_F_002.354;47.21746141;9.493046962;Hofmaenner_F_002.354;false;false;false;false;false;false;626
Hofmaenner_F_002.355;47.21745854;9.493045542;Hofmaenner_F_002.355;false;false;false;false;false;false;379
Hofmaenner_F_002.356;47.21745489;9.493043715;Hofmaenner_F_002.356;false;false;false;false;false;false;560
Hofmaenner_F_002.357;47.2174517;9.493041924;Hofmaenner_F_002.357;false;false;false;false;false;false;517
Hofmaenner_F_002.358;47.21744869;9.493040198;Hofmaenner_F_002.358;false;false;false;false;false;false;500
Hofmaenner_F_002.359;47.21744622;9.493039093;Hofmaenner_F_002.359;false;false;false;false;false;false;471
Hofmaenner_F_002.360;47.21744315;9.493037162;Hofmaenner_F_002.360;false;false;false;false;false;false;536
Hofmaenner_F_002.361;47.21743768;9.493034018;Hofmaenner_F_002.361;false;false;false;false;false;false;394/575
Hofmaenner_F_002.362;47.21743451;9.493031993;Hofmaenner_F_002.362;false;false;false;false;false;false;340
Hofmaenner_F_002.363;47.21743134;9.493030152;Hofmaenner_F_002.363;false;false;false;false;false;false;646
Hofmaenner_F_002.364;47.21742817;9.493028324;Hofmaenner_F_002.364;false;false;false;false;false;false;527
Hofmaenner_F_002.365;47.21742515;9.493026775;Hofmaenner_F_002.365;false;false;false;false;false;false;522
Hofmaenner_F_002.366;47.21742211;9.493025114;Hofmaenner_F_002.366;false;false;false;false;false;false;438
Hofmaenner_F_002.367;47.21741908;9.493023436;Hofmaenner_F_002.367;false;false;false;false;false;false;434
Hofmaenner_F_002.368;47.21741597;9.493021712;Hofmaenner_F_002.368;false;false;false;false;false;false;470
Hofmaenner_F_002.369;47.21741293;9.493019935;Hofmaenner_F_002.369;false;false;false;false;false;false;447
Hofmaenner_F_002.370;47.21741;9.493018395;Hofmaenner_F_002.370;false;false;false;false;false;true;226
Hofmaenner_F_002.371;47.217407;9.493016466;Hofmaenner_F_002.371;false;false;false;false;false;false;664
Hofmaenner_F_002.372;47.21740397;9.493014745;Hofmaenner_F_002.372;false;false;false;false;false;false;541
Hofmaenner_F_002.373;47.21740078;9.493013033;Hofmaenner_F_002.373;false;false;false;false;false;false;426
Hofmaenner_F_002.374;47.21739775;9.493011285;Hofmaenner_F_002.374;false;false;false;false;false;false;986
Hofmaenner_F_002.375;47.2173948;9.493009479;Hofmaenner_F_002.375;false;false;false;false;false;false;547
Hofmaenner_F_002.376;47.21739167;9.493007808;Hofmaenner_F_002.376;false;false;false;false;false;false;405
Hofmaenner_F_002.377;47.21738881;9.493006198;Hofmaenner_F_002.377;false;false;false;false;false;false;793
Hofmaenner_F_002.378;47.21738584;9.493004262;Hofmaenner_F_002.378;false;false;false;false;false;false;325
Hofmaenner_F_002.379;47.21738255;9.493002722;Hofmaenner_F_002.379;false;false;false;false;false;false;418
Hofmaenner_F_002.380;47.21737944;9.493000607;Hofmaenner_F_002.380;false;false;false;false;false;false;632
Hofmaenner_F_002.381;47.21737667;9.492998899;Hofmaenner_F_002.381;false;false;false;false;false;false;nan
Hofmaenner_F_002.382;47.21737333;9.492997183;Hofmaenner_F_002.382;false;false;false;false;false;false;nan
Hofmaenner_F_002.383;47.21737027;9.492995324;Hofmaenner_F_002.383;false;false;true;false;false;false;nan
Hofmaenner_F_002.384;47.21736722;9.49299366;Hofmaenner_F_002.384;false;false;false;false;false;false;nan
Hofmaenner_F_002.385;47.21736401;9.492991999;Hofmaenner_F_002.385;false;false;false;false;false;false;850
Hofmaenner_F_002.386;47.2173608;9.49299021;Hofmaenner_F_002.386;false;false;false;false;false;false;nan
Hofmaenner_F_002.387;47.21735787;9.492988445;Hofmaenner_F_002.387;false;false;false;false;false;false;nan
Hofmaenner_F_002.388;47.21735505;9.492986655;Hofmaenner_F_002.388;false;false;false;false;false;false;nan
Hofmaenner_F_002.389;47.21735168;9.492984852;Hofmaenner_F_002.389;false;false;false;false;false;false;nan
Hofmaenner_F_002.390;47.21734863;9.492983173;Hofmaenner_F_002.390;false;false;false;false;false;false;652
Hofmaenner_F_002.391;47.21734546;9.492981284;Hofmaenner_F_002.391;false;false;false;false;false;false;818
Hofmaenner_F_002.392;47.21734197;9.492979414;Hofmaenner_F_002.392;false;false;false;false;false;true;nan
Hofmaenner_F_002.393;47.21733954;9.492978061;Hofmaenner_F_002.393;false;false;false;false;false;false;745
Hofmaenner_F_002.394;47.21733644;9.492976357;Hofmaenner_F_002.394;false;false;false;false;false;true;215
Hofmaenner_F_002.395;47.21733352;9.492974792;Hofmaenner_F_002.395;false;false;false;false;false;false;641
Hofmaenner_F_002.396;47.2173305;9.492972808;Hofmaenner_F_002.396;false;false;false;false;false;false;431
Hofmaenner_F_002.397;47.21732728;9.492970934;Hofmaenner_F_002.397;false;false;false;false;false;false;440
Hofmaenner_F_002.398;47.21732403;9.492969212;Hofmaenner_F_002.398;false;false;false;false;false;false;319
Hofmaenner_F_002.399;47.2173212;9.492967617;Hofmaenner_F_002.399;false;false;false;false;false;false;682
Hofmaenner_F_002.400;47.21731834;9.492965908;Hofmaenner_F_002.400;false;false;false;false;false;false;590
Hofmaenner_F_002.401;47.21731529;9.492964135;Hofmaenner_F_002.401;false;false;false;false;false;false;509
Hofmaenner_F_002.402;47.21731231;9.492962305;Hofmaenner_F_002.402;false;false;false;false;false;false;492
Hofmaenner_F_002.403;47.21730889;9.492960603;Hofmaenner_F_002.403;false;false;false;false;false;false;648
Hofmaenner_F_002.404;47.2173058;9.492958882;Hofmaenner_F_002.404;false;false;false;false;false;false;616
Hofmaenner_F_002.405;47.21730272;9.492957161;Hofmaenner_F_002.405;false;false;false;false;false;false;598
Hofmaenner_F_002.406;47.21729987;9.492955651;Hofmaenner_F_002.406;false;false;false;false;false;true;291
Hofmaenner_F_002.407;47.21729691;9.49295406;Hofmaenner_F_002.407;false;false;false;false;false;false;564
Hofmaenner_F_002.408;47.21729405;9.492952421;Hofmaenner_F_002.408;false;false;false;false;false;false;485
Hofmaenner_F_002.409;47.2172906;9.492950585;Hofmaenner_F_002.409;false;false;false;false;false;false;463
Hofmaenner_F_002.410;47.21728751;9.492948813;Hofmaenner_F_002.410;false;false;false;false;false;false;723
Hofmaenner_F_002.411;47.2172843;9.492947047;Hofmaenner_F_002.411;false;false;false;false;false;true;259
Hofmaenner_F_002.412;47.21728149;9.492945112;Hofmaenner_F_002.412;false;false;false;false;false;false;559
Hofmaenner_F_002.413;47.21727841;9.492943556;Hofmaenner_F_002.413;false;false;false;false;false;false;570
Hofmaenner_F_002.414;47.21727547;9.492941901;Hofmaenner_F_002.414;false;false;false;false;false;false;607
Hofmaenner_F_002.415;47.21727244;9.492940034;Hofmaenner_F_002.415;false;false;false;false;false;false;665
Hofmaenner_F_002.416;47.21726928;9.492938267;Hofmaenner_F_002.416;false;false;false;false;false;false;612
Hofmaenner_F_002.417;47.21726621;9.492936375;Hofmaenner_F_002.417;false;false;false;false;false;false;614
Hofmaenner_F_002.418;47.21726322;9.492934823;Hofmaenner_F_002.418;false;false;false;false;false;false;636
Hofmaenner_F_002.419;47.21726006;9.492932831;Hofmaenner_F_002.419;false;false;false;false;false;false;452
Hofmaenner_F_002.420;47.21725708;9.492931222;Hofmaenner_F_002.420;false;false;false;false;false;false;712
Hofmaenner_F_002.421;47.21725401;9.492929417;Hofmaenner_F_002.421;false;false;false;false;false;false;440
Hofmaenner_F_002.422;47.2172509;9.492927677;Hofmaenner_F_002.422;false;false;false;false;false;false;403
Hofmaenner_F_002.423;47.21724782;9.492925868;Hofmaenner_F_002.423;false;false;false;false;false;false;322
Hofmaenner_F_002.424;47.21724456;9.492924023;Hofmaenner_F_002.424;false;false;false;false;false;false;439
Hofmaenner_F_002.425;47.21724148;9.492922267;Hofmaenner_F_002.425;false;false;false;false;false;false;491
Hofmaenner_F_002.426;47.21723844;9.492920534;Hofmaenner_F_002.426;false;false;false;false;false;true;290
Hofmaenner_F_002.427;47.21723533;9.492918724;Hofmaenner_F_002.427;false;true;false;false;false;false;nan
Hofmaenner_F_002.428;47.21723236;9.492917072;Hofmaenner_F_002.428;false;false;false;false;false;false;411
Hofmaenner_F_002.429;47.21722918;9.492915397;Hofmaenner_F_002.429;false;false;false;false;false;false;472
Hofmaenner_F_002.430;47.21722624;9.492913613;Hofmaenner_F_002.430;false;false;false;false;false;false;466
Hofmaenner_F_002.431;47.21722342;9.492912222;Hofmaenner_F_002.431;false;false;false;false;false;false;505
Hofmaenner_F_002.432;47.21721978;9.492910176;Hofmaenner_F_002.432;false;false;false;false;false;false;519
Hofmaenner_F_002.433;47.21721722;9.4929088;Hofmaenner_F_002.433;false;false;false;false;false;true;285
Hofmaenner_F_002.434;47.21721405;9.49290705;Hofmaenner_F_002.434;false;false;false;false;false;false;424
Hofmaenner_F_002.435;47.21721174;9.492905535;Hofmaenner_F_002.435;false;false;false;false;false;false;405
Hofmaenner_F_002.436;47.21720877;9.492903839;Hofmaenner_F_002.436;false;false;false;false;false;false;556
Hofmaenner_F_002.437;47.21720577;9.492902514;Hofmaenner_F_002.437;false;false;false;false;false;false;457
Hofmaenner_F_002.438;47.2172026;9.492900511;Hofmaenner_F_002.438;false;false;false;false;false;false;321
Hofmaenner_F_002.439;47.21720031;9.492899499;Hofmaenner_F_002.439;false;false;false;false;false;false;525
Hofmaenner_F_002.440;47.21719713;9.492897576;Hofmaenner_F_002.440;true;false;false;false;false;false;nan
Hofmaenner_F_002.441;47.2171941;9.492895808;Hofmaenner_F_002.441;false;false;false;false;false;false;515
Hofmaenner_F_002.442;47.21718862;9.492892451;Hofmaenner_F_002.442;false;false;false;false;false;true;171
Hofmaenner_F_002.443;47.21718641;9.492891753;Hofmaenner_F_002.443;false;false;false;false;true;false;nan
Hofmaenner_F_002.444;47.21718378;9.492889547;Hofmaenner_F_002.444;false;false;true;false;false;false;nan
Hofmaenner_F_003.001;47.21858908;9.493435017;Hofmaenner_F_003.001;false;false;false;false;false;false;681
Hofmaenner_F_003.002;47.21858527;9.493432878;Hofmaenner_F_003.002;false;false;false;false;false;true;119
Hofmaenner_F_003.003;47.2185837;9.493432101;Hofmaenner_F_003.003;false;false;false;false;false;false;397
Hofmaenner_F_003.004;47.21858288;9.493431454;Hofmaenner_F_003.004;false;false;false;false;false;true;166
Hofmaenner_F_003.005;47.2185804;9.493430429;Hofmaenner_F_003.005;false;true;false;false;false;false;nan
Hofmaenner_F_003.006;47.21857765;9.493429176;Hofmaenner_F_003.006;false;false;false;false;false;true;nan
Hofmaenner_F_003.007;47.21857471;9.493427176;Hofmaenner_F_003.007;false;false;false;false;false;false;668
Hofmaenner_F_003.008;47.21857242;9.49342608;Hofmaenner_F_003.008;false;false;false;false;false;false;589
Hofmaenner_F_003.009;47.21856923;9.49342379;Hofmaenner_F_003.009;false;false;false;false;false;false;308
Hofmaenner_F_003.010;47.21856661;9.493422491;Hofmaenner_F_003.010;false;false;false;false;false;false;540
Hofmaenner_F_003.011;47.21856326;9.493420877;Hofmaenner_F_003.011;false;false;false;false;false;false;765
Hofmaenner_F_003.012;47.21856001;9.493418997;Hofmaenner_F_003.012;false;false;false;false;false;false;540
Hofmaenner_F_003.013;47.21855757;9.493417708;Hofmaenner_F_003.013;false;false;false;false;false;false;726
Hofmaenner_F_003.014;47.21855475;9.493416146;Hofmaenner_F_003.014;false;false;false;false;false;false;772
Hofmaenner_F_003.015;47.21855156;9.493414292;Hofmaenner_F_003.015;false;false;false;false;false;true;225
Hofmaenner_F_003.016;47.21854891;9.493412703;Hofmaenner_F_003.016;false;false;false;false;false;false;736
Hofmaenner_F_003.017;47.21854593;9.493410978;Hofmaenner_F_003.017;false;false;false;false;false;true;nan
Hofmaenner_F_003.018;47.21854302;9.493409301;Hofmaenner_F_003.018;false;false;false;false;false;false;533
Hofmaenner_F_003.019;47.21854011;9.493407405;Hofmaenner_F_003.019;false;false;false;false;false;false;578
Hofmaenner_F_003.020;47.21853722;9.493406171;Hofmaenner_F_003.020;false;false;false;false;false;false;465
Hofmaenner_F_003.021;47.21853428;9.493404353;Hofmaenner_F_003.021;false;false;false;false;false;false;646
Hofmaenner_F_003.022;47.21853141;9.49340279;Hofmaenner_F_003.022;false;false;false;false;false;false;602
Hofmaenner_F_003.023;47.21852816;9.493400807;Hofmaenner_F_003.023;false;false;false;false;false;false;450
Hofmaenner_F_003.024;47.21852476;9.493398925;Hofmaenner_F_003.024;false;false;false;false;false;false;529
Hofmaenner_F_003.025;47.21852261;9.493397398;Hofmaenner_F_003.025;false;false;false;false;false;false;423
